Customer_ID;Customer_Name;Customer_Age;Customer_Type;Region
CUST-00096;Chloe Peters;44;Consumer;Gauteng
CUST-00097;Ayesha Pillay;28;Consumer;Western Cape
CUST-00098;Kagiso Mabena;33;Consumer;Gauteng
CUST-00099;Mpho Peters;35;Small Business;KwaZulu-Natal
CUST-00100;Chloe Peters;41;Corporate;Western Cape
CUST-00101;Lerato Khumalo;28;Small Business;Gauteng
CUST-00102;Thabo Mokoena;50;Small Business;Gauteng
CUST-00103;Liam Peters;51;Consumer;Gauteng
CUST-00104;Nandi Molefe;33;Consumer;Gauteng
CUST-00105;Sipho Khumalo;25;Consumer;Western Cape
CUST-00106;Kayla Naidoo;20;Corporate;Western Cape
CUST-00107;Ayesha Mahlangu;28;Consumer;Western Cape
CUST-00108;Naledi Mabena;26;Consumer;KwaZulu-Natal
CUST-00109;Kagiso Van Wyk;42;Consumer;Western Cape
CUST-00110;Ethan Mthembu;18;Consumer;Gauteng
CUST-00111;Jason Nkosi;27;Consumer;Limpopo
CUST-00112;Nandi Nkosi;36;Consumer;Western Cape
CUST-00113;Liam Maseko;36;Small Business;Gauteng
CUST-00114;Kayla Naidoo;18;Consumer;Gauteng
CUST-00115;Kagiso Pillay;27;Small Business;Gauteng
CUST-00116;Zanele Mabena;37;Small Business;KwaZulu-Natal
CUST-00117;Mpho Van Wyk;40;Small Business;Western Cape
CUST-00118;Jason Maseko;43;Consumer;Gauteng
CUST-00119;Leah Mthembu;36;Consumer;Free State
CUST-00120;Daniel Mokoena;29;Consumer;Western Cape
CUST-00121;Ayesha Van Wyk;52;Consumer;Western Cape
CUST-00122;Ethan Mthembu;30;Consumer;Gauteng
CUST-00123;Lerato Mahlangu;19;Corporate;Western Cape
CUST-00124;Mia Mthethwa;18;Consumer;Limpopo
CUST-00125;Kayla Botha;40;Consumer;Limpopo
CUST-00126;Chloe Botha;30;Consumer;Gauteng
CUST-00127;Daniel Mokoena;29;Consumer;Western Cape
CUST-00128;Kagiso Peters;28;Small Business;KwaZulu-Natal
CUST-00129;Zanele Jacobs;34;Small Business;Western Cape
CUST-00130;Zanele Mthethwa;28;Consumer;Western Cape
CUST-00131;Jason Khumalo;36;Consumer;Free State
CUST-00132;Neo Sithole;27;Consumer;Gauteng
CUST-00133;Liam Khumalo;54;Consumer;Gauteng
CUST-00134;Lerato Sithole;33;Small Business;Western Cape
CUST-00135;Jason Botha;21;Small Business;KwaZulu-Natal
CUST-00136;Mpho Mahlangu;35;Consumer;Gauteng
CUST-00137;Jason Mthethwa;37;Consumer;Western Cape
CUST-00138;Lerato Dlamini;27;Consumer;Gauteng
CUST-00139;Mpho Dlamini;18;Consumer;Western Cape
CUST-00140;Jason Jacobs;37;Consumer;Western Cape
CUST-00141;Thabo Peters;25;Small Business;KwaZulu-Natal
CUST-00142;Liam Pillay;29;Consumer;Limpopo
CUST-00143;Leah Pillay;51;Consumer;Gauteng
CUST-00144;Kayla Mahlangu;35;Consumer;Free State
CUST-00145;Aiden Molefe;52;Consumer;Free State
CUST-00146;Daniel Ndlovu;30;Consumer;KwaZulu-Natal
CUST-00147;Kagiso Ndlovu;42;Consumer;Western Cape
CUST-00148;Nandi Van Wyk;25;Consumer;Limpopo
CUST-00149;Liam Khumalo;33;Consumer;Western Cape
CUST-00150;Aiden Nkosi;41;Small Business;Gauteng
CUST-00151;Neo Maseko;44;Consumer;KwaZulu-Natal
CUST-00152;Mia Maseko;37;Small Business;Gauteng
CUST-00153;Kayla Van Wyk;44;Small Business;Gauteng
CUST-00154;Aiden Maseko;45;Small Business;Gauteng
CUST-00155;Kayla Sithole;35;Consumer;Gauteng
CUST-00156;Ethan Khumalo;28;Consumer;Gauteng
CUST-00157;Thabo Pillay;48;Consumer;Free State
CUST-00158;Mpho Naidoo;32;Consumer;Gauteng
CUST-00159;Ethan Mthethwa;59;Small Business;Gauteng
CUST-00160;Amahle Peters;34;Consumer;Gauteng
CUST-00161;Ayesha Mahlangu;18;Corporate;Gauteng
CUST-00162;Liam Mthethwa;49;Consumer;Western Cape
CUST-00163;Thabo Maseko;35;Consumer;Gauteng
CUST-00164;Lerato Jacobs;37;Consumer;Western Cape
CUST-00165;Neo Molefe;37;Consumer;KwaZulu-Natal
CUST-00166;Aiden Van Wyk;40;Consumer;Gauteng
CUST-00167;Jason Van Wyk;41;Small Business;Limpopo
CUST-00168;Kayla Maseko;25;Small Business;Free State
CUST-00169;Neo Ndlovu;26;Small Business;Gauteng
CUST-00170;Kagiso Mahlangu;33;Consumer;Limpopo
CUST-00171;Neo Williams;45;Consumer;Gauteng
CUST-00172;Aiden Pretorius;42;Small Business;Gauteng
CUST-00173;Mia Williams;30;Consumer;Western Cape
CUST-00174;Neo Dlamini;39;Consumer;Gauteng
CUST-00175;Chloe Mahlangu;30;Consumer;Gauteng
CUST-00176;Neo Mokoena;28;Consumer;KwaZulu-Natal
CUST-00177;Chloe Maseko;36;Small Business;Free State
CUST-00178;Daniel Naidoo;39;Consumer;Western Cape
CUST-00179;Naledi Van Wyk;36;Consumer;Gauteng
CUST-00180;Neo Mthethwa;44;Small Business;Limpopo
CUST-00181;Kayla Mahlangu;36;Consumer;Limpopo
CUST-00182;Ethan Ndlovu;36;Consumer;Western Cape
CUST-00183;Mpho Mabena;35;Corporate;Gauteng
CUST-00184;Naledi Maseko;35;Consumer;Limpopo
CUST-00185;Thabo Mthembu;42;Small Business;Gauteng
CUST-00186;Chloe Khumalo;47;Consumer;Free State
CUST-00187;Nandi Jacobs;23;Consumer;KwaZulu-Natal
CUST-00188;Kayla Dlamini;22;Consumer;KwaZulu-Natal
CUST-00189;Neo Mabena;39;Consumer;Western Cape
CUST-00190;Zanele Maseko;18;Consumer;Gauteng
CUST-00191;Kayla Molefe;27;Consumer;Western Cape
CUST-00192;Amahle Williams;42;Small Business;Limpopo
CUST-00193;Thabo Mthembu;30;Small Business;Free State
CUST-00194;Lerato Pretorius;42;Small Business;Free State
CUST-00195;Ayesha Mahlangu;29;Consumer;Western Cape
CUST-00196;Kayla Mokoena;26;Consumer;Gauteng
CUST-00197;Zanele Nkosi;22;Corporate;Free State
CUST-00198;Thabo Naidoo;45;Consumer;Western Cape
CUST-00199;Naledi Ndlovu;40;Corporate;Western Cape
CUST-00200;Daniel Dlamini;47;Consumer;Western Cape
CUST-00201;Mpho Mthembu;27;Consumer;Gauteng
CUST-00202;Chloe Mokoena;29;Small Business;Gauteng
CUST-00203;Jason Mokoena;45;Consumer;Gauteng
CUST-00204;Aiden Mokoena;36;Consumer;Gauteng
CUST-00205;Mpho Pretorius;42;Consumer;Gauteng
CUST-00206;Mia Maseko;32;Consumer;Western Cape
CUST-00207;Aiden Maseko;49;Consumer;Gauteng
CUST-00208;Kagiso Pillay;45;Consumer;Limpopo
CUST-00209;Sipho Pillay;47;Consumer;Limpopo
CUST-00210;Chloe Peters;19;Consumer;Western Cape
CUST-00211;Lerato Molefe;44;Consumer;Gauteng
CUST-00212;Amahle Mabena;23;Consumer;Gauteng
CUST-00213;Chloe Sithole;25;Consumer;Limpopo
CUST-00214;Aiden Mthethwa;45;Consumer;Western Cape
CUST-00215;Neo Khumalo;31;Consumer;Gauteng
CUST-00216;Lerato Naidoo;42;Consumer;Western Cape
CUST-00217;Kayla Khumalo;35;Small Business;Western Cape
CUST-00218;Amahle Mthethwa;48;Consumer;Western Cape
CUST-00219;Amahle Van Wyk;35;Consumer;Gauteng
CUST-00220;Chloe Mthembu;33;Corporate;Western Cape
CUST-00221;Nandi Williams;25;Small Business;KwaZulu-Natal
CUST-00222;Leah Dlamini;32;Consumer;KwaZulu-Natal
CUST-00223;Thabo Maseko;31;Consumer;Limpopo
CUST-00224;Nandi Pillay;34;Small Business;Free State
CUST-00225;Liam Pretorius;18;Corporate;Gauteng
CUST-00226;Zanele Mthembu;27;Consumer;Western Cape
CUST-00227;Leah Botha;23;Consumer;Gauteng
CUST-00228;Daniel Jacobs;33;Consumer;Limpopo
CUST-00229;Daniel Peters;45;Consumer;Free State
CUST-00230;Mpho Van Wyk;30;Consumer;KwaZulu-Natal
CUST-00231;Zanele Peters;39;Consumer;Gauteng
CUST-00232;Mpho Dlamini;42;Consumer;KwaZulu-Natal
CUST-00233;Leah Mokoena;48;Consumer;Limpopo
CUST-00234;Leah Williams;24;Consumer;Gauteng
CUST-00235;Kayla Dlamini;18;Small Business;Gauteng
CUST-00236;Amahle Pillay;42;Consumer;Gauteng
CUST-00237;Nandi Mabena;18;Consumer;Gauteng
CUST-00238;Kagiso Williams;46;Small Business;Western Cape
CUST-00239;Naledi Williams;32;Small Business;Gauteng
CUST-00240;Amahle Mthembu;39;Small Business;KwaZulu-Natal
CUST-00241;Mia Williams;39;Small Business;Free State
CUST-00242;Neo Ndlovu;31;Consumer;Western Cape
CUST-00243;Zanele Nkosi;62;Consumer;Gauteng
CUST-00244;Kagiso Mabena;33;Small Business;Western Cape
CUST-00245;Zanele Dlamini;33;Consumer;Western Cape
CUST-00246;Liam Dlamini;34;Consumer;Gauteng
CUST-00247;Liam Dlamini;21;Small Business;Gauteng
CUST-00248;Thabo Molefe;50;Consumer;Limpopo
CUST-00249;Kagiso Jacobs;31;Consumer;Western Cape
CUST-00250;Chloe Williams;18;Small Business;Gauteng
CUST-00251;Kayla Botha;30;Consumer;KwaZulu-Natal
CUST-00252;Chloe Mthembu;21;Small Business;KwaZulu-Natal
CUST-00253;Nandi Mokoena;57;Consumer;KwaZulu-Natal
CUST-00254;Lerato Mahlangu;39;Consumer;Limpopo
CUST-00255;Amahle Mahlangu;41;Small Business;Gauteng
CUST-00256;Amahle Van Wyk;42;Small Business;Gauteng
CUST-00257;Kagiso Mabena;20;Consumer;Gauteng
CUST-00258;Lerato Pretorius;36;Consumer;Gauteng
CUST-00259;Amahle Mokoena;33;Consumer;Western Cape
CUST-00260;Jason Sithole;32;Consumer;Limpopo
CUST-00261;Neo Sithole;30;Consumer;Gauteng
CUST-00262;Leah Williams;21;Consumer;Western Cape
CUST-00263;Thabo Peters;44;Consumer;KwaZulu-Natal
CUST-00264;Ethan Peters;28;Consumer;Gauteng
CUST-00265;Thabo Pillay;45;Consumer;Western Cape
CUST-00266;Jason Mthembu;41;Corporate;Gauteng
CUST-00267;Ethan Maseko;18;Consumer;KwaZulu-Natal
CUST-00268;Zanele Botha;39;Consumer;Western Cape
CUST-00269;Leah Botha;18;Corporate;Limpopo
CUST-00270;Nandi Jacobs;44;Consumer;Western Cape
CUST-00271;Liam Williams;34;Small Business;Gauteng
CUST-00272;Liam Peters;21;Consumer;Gauteng
CUST-00273;Kagiso Khumalo;31;Small Business;Western Cape
CUST-00274;Nandi Pretorius;31;Small Business;Western Cape
CUST-00275;Lerato Khumalo;35;Consumer;Gauteng
CUST-00276;Kagiso Van Wyk;34;Consumer;Gauteng
CUST-00277;Amahle Maseko;38;Small Business;Gauteng
CUST-00278;Nandi Williams;42;Consumer;Gauteng
CUST-00279;Thabo Dlamini;38;Consumer;Free State
CUST-00280;Kagiso Mahlangu;32;Small Business;Gauteng
CUST-00281;Neo Pillay;48;Small Business;Limpopo
CUST-00282;Kayla Peters;37;Consumer;Western Cape
CUST-00283;Zanele Peters;47;Consumer;Western Cape
CUST-00284;Lerato Williams;53;Small Business;KwaZulu-Natal
CUST-00285;Nandi Nkosi;44;Consumer;Free State
CUST-00286;Jason Khumalo;42;Small Business;Gauteng
CUST-00287;Mpho Botha;27;Small Business;Western Cape
CUST-00288;Nandi Nkosi;33;Consumer;Gauteng
CUST-00289;Ethan Sithole;40;Consumer;Western Cape
CUST-00290;Sipho Molefe;32;Small Business;Free State
CUST-00291;Neo Peters;31;Small Business;Free State
CUST-00292;Jason Peters;47;Consumer;Limpopo
CUST-00293;Naledi Mthethwa;46;Consumer;Western Cape
CUST-00294;Leah Mabena;29;Consumer;KwaZulu-Natal
CUST-00295;Liam Mahlangu;34;Consumer;Limpopo
CUST-00296;Kagiso Williams;18;Consumer;Western Cape
CUST-00297;Liam Mahlangu;41;Consumer;Gauteng
CUST-00298;Mpho Peters;37;Consumer;Western Cape
CUST-00299;Aiden Khumalo;31;Consumer;KwaZulu-Natal
CUST-00300;Ayesha Williams;57;Consumer;Western Cape
CUST-00301;Mpho Pretorius;60;Small Business;Western Cape
CUST-00302;Kayla Dlamini;28;Consumer;Limpopo
CUST-00303;Sipho Molefe;34;Consumer;Limpopo
CUST-00304;Mpho Mthembu;64;Consumer;Western Cape
CUST-00305;Liam Khumalo;44;Consumer;Free State
CUST-00306;Leah Ndlovu;35;Consumer;KwaZulu-Natal
CUST-00307;Neo Peters;27;Small Business;Western Cape
CUST-00308;Mpho Pillay;35;Small Business;KwaZulu-Natal
CUST-00309;Nandi Jacobs;37;Small Business;Gauteng
CUST-00310;Kayla Ndlovu;23;Consumer;Limpopo
CUST-00311;Nandi Van Wyk;35;Small Business;Western Cape
CUST-00312;Ethan Mahlangu;43;Corporate;Limpopo
CUST-00313;Ayesha Peters;35;Consumer;Gauteng
CUST-00314;Ayesha Sithole;58;Small Business;Gauteng
CUST-00315;Jason Maseko;26;Consumer;Limpopo
CUST-00316;Amahle Mabena;44;Consumer;Gauteng
CUST-00317;Nandi Pillay;47;Consumer;KwaZulu-Natal
CUST-00318;Chloe Botha;29;Corporate;Free State
CUST-00319;Ayesha Maseko;48;Small Business;KwaZulu-Natal
CUST-00320;Mpho Mthembu;43;Consumer;KwaZulu-Natal
CUST-00321;Amahle Molefe;35;Consumer;Gauteng
CUST-00322;Neo Molefe;41;Consumer;Gauteng
CUST-00323;Mia Ndlovu;26;Corporate;Gauteng
CUST-00324;Thabo Mthethwa;34;Consumer;Gauteng
CUST-00325;Ayesha Pillay;36;Consumer;KwaZulu-Natal
CUST-00326;Liam Jacobs;38;Small Business;KwaZulu-Natal
CUST-00327;Kagiso Mokoena;22;Consumer;Gauteng
CUST-00328;Chloe Dlamini;23;Consumer;Western Cape
CUST-00329;Chloe Naidoo;49;Consumer;Western Cape
CUST-00330;Amahle Sithole;48;Consumer;Gauteng
CUST-00331;Ethan Pretorius;53;Corporate;Gauteng
CUST-00332;Aiden Nkosi;43;Consumer;Gauteng
CUST-00333;Aiden Ndlovu;48;Consumer;Gauteng
CUST-00334;Daniel Pillay;33;Small Business;Western Cape
CUST-00335;Chloe Maseko;32;Consumer;Gauteng
CUST-00336;Neo Nkosi;28;Consumer;KwaZulu-Natal
CUST-00337;Jason Van Wyk;51;Corporate;Limpopo
CUST-00338;Thabo Naidoo;37;Corporate;Gauteng
CUST-00339;Thabo Mthembu;32;Consumer;Gauteng
CUST-00340;Lerato Mahlangu;32;Consumer;KwaZulu-Natal
CUST-00341;Jason Sithole;29;Small Business;Gauteng
CUST-00342;Aiden Mokoena;56;Consumer;Western Cape
CUST-00343;Mia Mthembu;26;Consumer;Limpopo
CUST-00344;Chloe Ndlovu;42;Small Business;Free State
CUST-00345;Lerato Mokoena;35;Small Business;Gauteng
CUST-00346;Jason Ndlovu;20;Consumer;KwaZulu-Natal
CUST-00347;Kayla Williams;18;Consumer;Gauteng
CUST-00348;Mia Dlamini;34;Consumer;Gauteng
CUST-00349;Aiden Williams;45;Consumer;Western Cape
CUST-00350;Nandi Mokoena;47;Consumer;Western Cape
CUST-00351;Liam Ndlovu;19;Consumer;Gauteng
CUST-00352;Mpho Mahlangu;27;Small Business;Gauteng
CUST-00353;Mia Williams;34;Consumer;KwaZulu-Natal
CUST-00354;Ayesha Ndlovu;26;Small Business;Gauteng
CUST-00355;Nandi Sithole;33;Consumer;Gauteng
CUST-00356;Liam Mokoena;47;Consumer;Western Cape
CUST-00357;Jason Mabena;61;Consumer;Western Cape
CUST-00358;Chloe Peters;25;Consumer;Gauteng
CUST-00359;Kagiso Molefe;42;Corporate;Gauteng
CUST-00360;Daniel Pillay;40;Small Business;Free State
CUST-00361;Ethan Mabena;34;Corporate;Gauteng
CUST-00362;Kagiso Peters;56;Consumer;Western Cape
CUST-00363;Neo Naidoo;28;Small Business;Gauteng
CUST-00364;Jason Molefe;51;Consumer;Western Cape
CUST-00365;Amahle Jacobs;27;Small Business;Western Cape
CUST-00366;Chloe Peters;43;Small Business;Gauteng
CUST-00367;Chloe Mthembu;49;Consumer;Free State
CUST-00368;Nandi Sithole;35;Consumer;KwaZulu-Natal
CUST-00369;Chloe Dlamini;38;Corporate;Limpopo
CUST-00370;Liam Mthembu;18;Consumer;Free State
CUST-00371;Zanele Molefe;22;Consumer;Gauteng
CUST-00372;Lerato Naidoo;21;Consumer;Gauteng
CUST-00373;Ayesha Maseko;40;Consumer;Limpopo
CUST-00374;Liam Botha;35;Consumer;KwaZulu-Natal
CUST-00375;Ethan Pretorius;46;Consumer;Gauteng
CUST-00376;Mia Ndlovu;49;Small Business;KwaZulu-Natal
CUST-00377;Kayla Maseko;37;Consumer;KwaZulu-Natal
CUST-00378;Jason Ndlovu;52;Consumer;Western Cape
CUST-00379;Kayla Van Wyk;38;Consumer;Western Cape
CUST-00380;Thabo Williams;43;Consumer;KwaZulu-Natal
CUST-00381;Sipho Jacobs;39;Consumer;Western Cape
CUST-00382;Ethan Molefe;34;Small Business;Limpopo
CUST-00383;Mia Mthembu;50;Consumer;Limpopo
CUST-00384;Mia Mabena;46;Consumer;Gauteng
CUST-00385;Ethan Molefe;36;Consumer;Gauteng
CUST-00386;Mpho Peters;36;Small Business;Western Cape
CUST-00387;Aiden Pretorius;22;Consumer;Gauteng
CUST-00388;Amahle Van Wyk;36;Consumer;Western Cape
CUST-00389;Ayesha Jacobs;33;Consumer;Gauteng
CUST-00390;Lerato Pillay;52;Consumer;Limpopo
CUST-00391;Naledi Pillay;39;Consumer;Gauteng
CUST-00392;Neo Mahlangu;35;Consumer;Western Cape
CUST-00393;Kagiso Mthembu;22;Corporate;Free State
CUST-00394;Mpho Pillay;23;Consumer;KwaZulu-Natal
CUST-00395;Thabo Khumalo;43;Corporate;Gauteng
CUST-00396;Ayesha Mokoena;40;Small Business;Gauteng
CUST-00397;Daniel Mthembu;19;Consumer;Gauteng
CUST-00398;Nandi Pretorius;42;Consumer;Free State
CUST-00399;Aiden Nkosi;48;Small Business;Western Cape
CUST-00400;Sipho Jacobs;41;Consumer;Gauteng
CUST-00401;Aiden Sithole;26;Consumer;Limpopo
CUST-00402;Mpho Naidoo;31;Consumer;Gauteng
CUST-00403;Lerato Peters;28;Consumer;Gauteng
CUST-00404;Chloe Mabena;33;Consumer;KwaZulu-Natal
CUST-00405;Ethan Botha;41;Small Business;Free State
CUST-00406;Aiden Nkosi;31;Small Business;Western Cape
CUST-00407;Chloe Nkosi;45;Consumer;Western Cape
CUST-00408;Kayla Pillay;51;Small Business;Gauteng
CUST-00409;Kagiso Mthethwa;43;Consumer;Gauteng
CUST-00410;Naledi Williams;23;Small Business;KwaZulu-Natal
CUST-00411;Daniel Molefe;30;Consumer;Western Cape
CUST-00412;Ethan Nkosi;18;Consumer;Western Cape
CUST-00413;Naledi Van Wyk;36;Consumer;Limpopo
CUST-00414;Daniel Sithole;39;Consumer;Gauteng
CUST-00415;Daniel Pillay;50;Consumer;Gauteng
CUST-00416;Mpho Khumalo;21;Consumer;Gauteng
CUST-00417;Aiden Jacobs;58;Corporate;Free State
CUST-00418;Mia Mthembu;54;Corporate;Gauteng
CUST-00419;Naledi Dlamini;63;Consumer;Gauteng
CUST-00420;Jason Pillay;36;Consumer;Gauteng
CUST-00421;Jason Van Wyk;51;Small Business;KwaZulu-Natal
CUST-00422;Ethan Jacobs;50;Consumer;Gauteng
CUST-00423;Kagiso Khumalo;49;Corporate;Western Cape
CUST-00424;Neo Jacobs;28;Consumer;Limpopo
CUST-00425;Ayesha Van Wyk;47;Consumer;KwaZulu-Natal
CUST-00426;Lerato Dlamini;25;Consumer;Limpopo
CUST-00427;Sipho Ndlovu;20;Consumer;Free State
CUST-00428;Thabo Botha;53;Consumer;Free State
CUST-00429;Ethan Mthembu;26;Consumer;Gauteng
CUST-00430;Kayla Sithole;56;Consumer;KwaZulu-Natal
CUST-00431;Ayesha Molefe;42;Corporate;Limpopo
CUST-00432;Ethan Dlamini;43;Small Business;Western Cape
CUST-00433;Jason Mthethwa;42;Consumer;Gauteng
CUST-00434;Mpho Nkosi;40;Consumer;Limpopo
CUST-00435;Daniel Dlamini;20;Corporate;Western Cape
CUST-00436;Naledi Pillay;29;Consumer;KwaZulu-Natal
CUST-00437;Aiden Botha;27;Consumer;Western Cape
CUST-00438;Nandi Dlamini;38;Consumer;Limpopo
CUST-00439;Mpho Khumalo;49;Consumer;KwaZulu-Natal
CUST-00440;Ayesha Nkosi;45;Consumer;Gauteng
CUST-00441;Ayesha Mokoena;40;Consumer;Western Cape
CUST-00442;Amahle Mthethwa;18;Small Business;Gauteng
CUST-00443;Aiden Peters;44;Small Business;KwaZulu-Natal
CUST-00444;Ethan Molefe;33;Consumer;Western Cape
CUST-00445;Mia Mthethwa;41;Consumer;Gauteng
CUST-00446;Neo Dlamini;22;Consumer;Gauteng
CUST-00447;Amahle Mabena;50;Consumer;Western Cape
CUST-00448;Sipho Nkosi;42;Consumer;Western Cape
CUST-00449;Daniel Botha;46;Small Business;Western Cape
CUST-00450;Sipho Maseko;22;Consumer;Western Cape
CUST-00451;Mia Mthethwa;23;Consumer;Western Cape
CUST-00452;Kayla Peters;34;Corporate;Western Cape
CUST-00453;Leah Sithole;18;Consumer;Gauteng
CUST-00454;Mia Sithole;20;Small Business;Western Cape
CUST-00455;Nandi Jacobs;23;Consumer;Limpopo
CUST-00456;Chloe Williams;22;Small Business;Limpopo
CUST-00457;Jason Botha;42;Small Business;Western Cape
CUST-00458;Zanele Naidoo;48;Consumer;Gauteng
CUST-00459;Kayla Maseko;50;Small Business;Gauteng
CUST-00460;Kayla Maseko;30;Consumer;Western Cape
CUST-00461;Mpho Williams;33;Consumer;Gauteng
CUST-00462;Thabo Mokoena;26;Small Business;Western Cape
CUST-00463;Leah Van Wyk;36;Consumer;Gauteng
CUST-00464;Thabo Khumalo;55;Consumer;Free State
CUST-00465;Sipho Ndlovu;25;Small Business;KwaZulu-Natal
