Order_ID;Order_Date;Year;Quarter;Year_Month;Month_Name;Day_of_Week;Customer_ID;Customer_Name;Customer_Age;Customer_Type;Region;Product_ID;Product_Name;Category;Quantity;Unit_Price;Discount_Pct;Revenue;Cost;Profit;Gross_Margin_Pct
ORD-000090;2022/01/27;2022;Q1;22-Jan;January;Thursday;CUST-00074;Daniel Peters;18;Consumer;KwaZulu-Natal;NET-001;Mesh WiFi 6 Router;Networking;1;2490.0;0.0;2490.0;1981.874931581017;508.1250684189831;0.2040662925377442
ORD-000091;2022/01/27;2022;Q1;22-Jan;January;Thursday;CUST-02426;Aiden Mthethwa;30;Consumer;Western Cape;MON-001;Vision 24 Monitor;Monitors;1;4326.0;0.0;4326.0;3423.623267404905;902.3767325950948;0.2085937893192544
ORD-000092;2022/01/27;2022;Q1;22-Jan;January;Thursday;CUST-03385;Lerato Ndlovu;39;Consumer;Western Cape;GAM-004;Entry Gaming Headset;Gaming;2;1019.7;0.0;2039.4;1676.568673542887;362.8313264571127;0.177910820073116
ORD-000093;2022/01/27;2022;Q1;22-Jan;January;Thursday;CUST-04389;Sipho Sithole;18;Consumer;Gauteng;NET-004;5G Mobile Router;Networking;3;4045.6;0.0;12136.8;9425.608766874693;2711.191233125308;0.2233860023338366
ORD-000094;2022/01/28;2022;Q1;22-Jan;January;Friday;CUST-00386;Mpho Peters;36;Small Business;Western Cape;TAB-003;StudyTab 10;Tablets;1;5253.0;0.0;5253.0;4260.502156457485;992.4978435425146;0.1889392430120912
ORD-000095;2022/01/28;2022;Q1;22-Jan;January;Friday;CUST-01262;Thabo Van Wyk;18;Corporate;KwaZulu-Natal;ACC-001;Ergo Wireless Mouse;Accessories;2;650.0;0.0;1300.0;1071.167030268619;228.8329697313814;0.1760253613318319
ORD-000096;2022/01/28;2022;Q1;22-Jan;January;Friday;CUST-01634;Thabo Nkosi;29;Consumer;Gauteng;PHN-001;Nova X Smartphone;Smartphones;1;11336.0;0.0;11336.0;9014.438315561089;2321.561684438911;0.2047954908644066
ORD-000097;2022/01/28;2022;Q1;22-Jan;January;Friday;CUST-01774;Daniel Dlamini;43;Consumer;KwaZulu-Natal;GAM-002;RGB Gaming Keyboard;Gaming;2;2190.0;0.0;4380.0;3425.804549388624;954.1954506113757;0.2178528426053369
ORD-000098;2022/01/28;2022;Q1;22-Jan;January;Friday;CUST-02327;Neo Dlamini;32;Consumer;Limpopo;ACC-007;USB-C Hub;Accessories;1;854.4;0.12;751.872;632.1614085650284;119.7105914349715;0.1592167169876941
ORD-000099;2022/01/28;2022;Q1;22-Jan;January;Friday;CUST-02894;Liam Ndlovu;41;Small Business;Gauteng;ACC-002;Mechanical Keyboard;Accessories;1;1508.0;0.0;1508.0;1217.090531992455;290.9094680075448;0.1929107878034117
ORD-000100;2022/01/28;2022;Q1;22-Jan;January;Friday;CUST-03615;Amahle Khumalo;20;Small Business;Free State;STO-001;1TB Portable SSD;Storage;1;1736.3;0.0;1736.3;1392.594328419571;343.7056715804292;0.197952929551592
ORD-000101;2022/01/28;2022;Q1;22-Jan;January;Friday;CUST-03994;Neo Peters;37;Consumer;Western Cape;LAP-002;ProBook 15 Laptop;Laptops;1;18334.0;0.05;17417.3;13523.54673642977;3893.753263570232;0.223556651350682
ORD-000102;2022/01/29;2022;Q1;22-Jan;January;Saturday;CUST-00262;Leah Williams;21;Consumer;Western Cape;PHN-004;Core 5G Smartphone;Smartphones;1;8549.0;0.0;8549.0;6951.307326291366;1597.692673708634;0.1868864982698132
ORD-000103;2022/01/29;2022;Q1;22-Jan;January;Saturday;CUST-00517;Aiden Mahlangu;45;Consumer;Western Cape;LAP-001;ApexBook 14 Laptop;Laptops;1;14935.0;0.0;14935.0;11085.90902217103;3849.090977828972;0.2577228642670888
ORD-000104;2022/01/29;2022;Q1;22-Jan;January;Saturday;CUST-00543;Sipho Khumalo;43;Consumer;Gauteng;ACC-001;Ergo Wireless Mouse;Accessories;2;676.0;0.0;1352.0;1125.162982979952;226.8370170200483;0.1677788587426392
ORD-000105;2022/01/29;2022;Q1;22-Jan;January;Saturday;CUST-01311;Zanele Van Wyk;49;Consumer;Gauteng;ACC-007;USB-C Hub;Accessories;1;925.6;0.0;925.6;747.6605903325093;177.9394096674907;0.1922422317064507
ORD-000106;2022/01/29;2022;Q1;22-Jan;January;Saturday;CUST-02096;Kayla Molefe;62;Small Business;KwaZulu-Natal;ACC-007;USB-C Hub;Accessories;1;890.0;0.08;818.8000000000001;677.7245284236722;141.0754715763279;0.1722953976261943
ORD-000107;2022/01/29;2022;Q1;22-Jan;January;Saturday;CUST-04490;Mpho Sithole;42;Consumer;Gauteng;PHN-004;Core 5G Smartphone;Smartphones;1;8632.0;0.0;8632.0;6647.852750266412;1984.147249733588;0.229859505298145
ORD-000108;2022/01/30;2022;Q1;22-Jan;January;Sunday;CUST-03337;Kagiso Jacobs;25;Consumer;Gauteng;ACC-006;Laptop Sleeve 15;Accessories;2;613.6;0.0;1227.2;1029.181871161669;198.0181288383312;0.1613576669151982
